,"ECG__fft_coefficient__attr_""abs""__coeff_0","ECG__fft_aggregated__aggtype_""skew""","ECG__fft_aggregated__aggtype_""kurtosis""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_38","ECG__fft_aggregated__aggtype_""variance""","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_34","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_49","ECG__fft_coefficient__attr_""abs""__coeff_39","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_45","ECG__fft_coefficient__attr_""abs""__coeff_33","ECG__fft_coefficient__attr_""abs""__coeff_40","ECG__fft_coefficient__attr_""abs""__coeff_35","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_32","ECG__fft_coefficient__attr_""abs""__coeff_43","ECG__fft_coefficient__attr_""abs""__coeff_42",ECG__quantile__q_0.3,"ECG__fft_coefficient__attr_""abs""__coeff_31","ECG__fft_coefficient__attr_""abs""__coeff_26","ECG__fft_coefficient__attr_""abs""__coeff_46","ECG__fft_coefficient__attr_""abs""__coeff_36","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.4__ql_0.2","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_90","ECG__fft_coefficient__attr_""abs""__coeff_27","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.2","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_44","ECG__fft_coefficient__attr_""abs""__coeff_29","ECG__fft_coefficient__attr_""abs""__coeff_28","ECG__fft_coefficient__attr_""abs""__coeff_81","ECG__fft_coefficient__attr_""abs""__coeff_30",ECG__range_count__max_1__min_-1,"ECG__fft_coefficient__attr_""abs""__coeff_41","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.6","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_85","ECG__fft_coefficient__attr_""abs""__coeff_96",ECG__quantile__q_0.2,"ECG__fft_coefficient__attr_""abs""__coeff_50","ECG__fft_coefficient__attr_""abs""__coeff_21","ECG__fft_coefficient__attr_""abs""__coeff_79","ECG__fft_coefficient__attr_""abs""__coeff_86","ECG__fft_coefficient__attr_""abs""__coeff_37","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_87","ECG__fft_coefficient__attr_""abs""__coeff_83",ECG__absolute_sum_of_changes,ECG__mean_abs_change,"ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.0","ECG__fft_coefficient__attr_""abs""__coeff_92","ECG__fft_coefficient__attr_""abs""__coeff_17","ECG__fft_coefficient__attr_""abs""__coeff_23","ECG__fft_coefficient__attr_""abs""__coeff_52","ECG__fft_coefficient__attr_""abs""__coeff_98","ECG__fft_coefficient__attr_""abs""__coeff_89","ECG__fft_coefficient__attr_""abs""__coeff_16","ECG__fft_coefficient__attr_""abs""__coeff_25","ECG__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","ECG__fft_coefficient__attr_""abs""__coeff_24","ECG__fft_coefficient__attr_""abs""__coeff_22","ECG__fft_coefficient__attr_""abs""__coeff_13","ECG__fft_coefficient__attr_""abs""__coeff_91","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""min""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_5__f_agg_""max""","ECG__agg_linear_trend__attr_""intercept""__chunk_len_50__f_agg_""max""","ECG__fft_coefficient__attr_""abs""__coeff_82","ECG__fft_coefficient__attr_""abs""__coeff_47","ECG__agg_linear_trend__attr_""intercept""__chunk_len_10__f_agg_""min""","ECG__fft_coefficient__attr_""abs""__coeff_53","ECG__fft_coefficient__attr_""abs""__coeff_97","ECG__fft_coefficient__attr_""abs""__coeff_15","ECG__fft_coefficient__attr_""abs""__coeff_19","ECG__fft_coefficient__attr_""abs""__coeff_71","ECG__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""mean""","ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_48","ECG__cwt_coefficients__coeff_4__w_5__widths_(2, 5, 10, 20)","ECG__fft_coefficient__attr_""abs""__coeff_93","ECG__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","ECG__fft_coefficient__attr_""real""__coeff_0",ECG__sum_values,ECG__mean,"ECG__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.4","ECG__fft_coefficient__attr_""abs""__coeff_20","ECG__fft_coefficient__attr_""abs""__coeff_78",ECG__lempel_ziv_complexity__bins_100,"ECG__cwt_coefficients__coeff_3__w_5__widths_(2, 5, 10, 20)",ECG__quantile__q_0.4,"ECG__fft_coefficient__attr_""abs""__coeff_11","ECG__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","ECG__fft_coefficient__attr_""abs""__coeff_73","ECG__fft_coefficient__attr_""abs""__coeff_84"
e5p4_Counting2,3.3769538276828825e-09,1.424229437179353,28.616697567357726,27.983337001411968,1303.5945148240608,2752.35845920657,37.28018062438737,1367.8295302115082,32.68652552218955,520.6977288830119,66647.92533554522,496824.36890041723,36.926311924541785,64979.7755445079,2581.003606414023,1962.6341448338321,1221.5160634478216,302321.7888582693,92085.75648031328,895.4733665275231,29.32713784024556,165605.4223144448,108173.45699995819,179551.65482461077,107312.31220478709,1463.4424104290565,182989.3692027313,158941.09230402255,123133.7888624092,-273.3396321738838,195054.2064781425,180564.07378048322,143022.0180175947,17621.80492565836,604.828748898009,37.355931227929965,1576548.3662984103,169715.61549659263,60.78366282435277,2568.2442551282365,126386.55833693348,169451.87117568232,185938.186030322,220528.82626945208,246481.55435267184,66.0,147117.9545330825,1176.2681171239776,67.81433256752268,465054.6083069703,267390.24495895,-393.7660493098596,251530.22194795072,109738.8519201755,267985.76137891546,1090689.0333552347,65681.40664553408,83.18935651182477,630555.3618174242,1038304.0886325347,1932268.8499637707,64.41110870241577,64.41110870241577,2809086.524292792,65756.69597494495,111681.59425679917,230881.15458152725,822293.9953590712,439390.5893465524,101143.06469071678,199546.02546866456,1.8680096096042007,180410.72143246222,145328.59109042012,39401.35911123678,573363.2091355519,222.13693065853204,-105.40540807731027,112.3370394304296,826.7656554970148,121806.57426133538,210828.95062955856,-210.64440165355774,295374.3098244438,335914.6875908649,64218.95607235062,109752.65446173612,313788.20974846906,0.08860755493526268,15805.495619598818,326562.4997061036,102.14657286264597,1761068.5210994093,118.70906650255209,-3.3769538276828825e-09,-3.3396645449101925e-09,-1.1132215149700641e-13,19462.010409023962,105299.12220902136,464638.6836154294,0.18376666666666666,143.64151606484816,-180.6910627536086,21342.12088417647,12111.515203034887,378901.95763003913,144241.83682773463
e5p4_Counting3,3.67435859516263e-10,1.3321549047274834,24.326496888526137,21.590097398308263,789.199098877266,2127.584763199726,28.9474505562599,1291.802594910362,21.87891873440393,323.0717425892976,162172.4879961854,524851.9255521555,31.219583052791656,54812.87633130296,2195.1486277480262,828.0923579143986,1223.8167029443769,74912.57821727463,98919.71012921378,349.4062767223663,18.63037846622696,51169.25332319073,96915.94486844585,112150.84089057083,87672.03493213948,592.3168952350289,34774.17010254511,42789.84197823785,98688.63441399009,-217.69885872800182,68510.63084229,62805.61488949564,107880.74428926223,102777.25563073682,245.38154276135884,34.50126195880519,888942.5172101723,68871.16573833358,40.63675569144327,2513.6500314612313,52207.86866733634,38535.423378809865,2185.391342720585,752018.2847853313,58454.68345385437,53.0,56704.2983574626,1327.7650239476725,46.031004667155294,323797.5398908303,263245.7858489619,-326.12696800852024,95816.07637594601,44902.46769329657,666807.4973162131,1055031.8309807992,107776.83921828328,53.98637552783021,1445143.5560711578,646111.4362882555,1401327.8143348976,46.71248422730416,46.71248422730416,639983.8288986768,51208.05800091211,72702.1280475808,70988.66241602923,234374.35649895127,568961.8388935247,43205.2017944861,43348.177574094734,2.1099927100678926,61495.390253114085,61298.04422855898,42257.298434985016,425795.2467997922,155.6998695244995,-94.75353616961507,75.72030653330701,521.0395794554648,1052492.3970194166,59743.866449065135,-187.39289113421526,22302.945890494524,851639.9188594614,26474.20254741587,62958.62921402538,169451.6431012061,0.0764102406283343,7050.439567275085,26955.87628714717,179.49411270890343,649080.0519995119,64.47185277662348,-3.67435859516263e-10,-2.4010660126805305e-10,-8.003553375601769e-15,8642.775890500296,68504.18785552599,354858.54031023977,0.18416666666666667,125.71999727320184,-154.24608567924813,27601.29908489416,5399.348790697364,368282.09458108695,556729.3970737426
e5p4_Math,1.6075318853836507e-09,0.9855805465603273,21.560838316412788,26.147995483184463,1162.167426519901,2375.8574652006187,32.637255590778146,1314.2098556067883,28.3880834276793,478.4950787029564,117355.9032488249,494989.21563645254,32.72769902541963,186164.19633540235,2160.591337000498,1492.96442460032,1093.3250306618893,109939.86493894843,166464.11461060005,687.4491466473761,25.054528099407843,106291.77348614765,43053.785878400326,100046.07656412499,55801.72102970863,1065.3079258591754,135407.95227652887,71828.50514975739,211924.92904487532,-273.49117830995516,87496.76025341789,79582.52481157775,255181.49143524028,282585.98956996325,437.6784353208288,31.91322502763426,3161155.644713079,54418.06458274231,52.592511800559585,1920.139588104877,266885.7292203183,91298.1044377106,67528.38054466729,538496.632780296,173369.49081090983,64.0,119282.2253769656,903.1665983447538,58.735889022577595,1496621.50908701,851379.5161088911,-386.3685067987984,168277.01468627964,23912.57843354452,954669.8974069502,142359.60370663367,152234.8162557678,70.40022215095179,602011.4529856603,1501379.550913589,1697904.5047350742,56.59870344795074,56.59870344795074,1663482.7918061486,51367.2296106098,8468.330920973305,159906.38520924732,212184.0251906409,269603.08668990165,3474.47314602182,42143.11318212495,1.21693956476844,74766.98346063675,43555.85368155378,29769.058379685644,491615.533923573,198.38177791835096,-96.05471564477907,100.13385050397564,697.2452850661568,333091.50265664334,233466.43972539276,-193.15342219050294,97697.18933797326,1176207.9102450411,27973.76535827411,72705.77352532737,105431.75537353649,0.08353720199122333,12598.154888682577,240948.4148791313,-269.99028260692074,1331429.5038567083,99.21026435004453,-1.6075318853836507e-09,-1.6952981241047382e-09,-5.650993747015794e-14,15280.51884136605,17414.330498032734,366967.67644580966,0.17253333333333334,-315.1438135858726,-181.52651603336173,22600.475261326083,9832.656079133742,401058.1439820343,1125063.749262903
e5p4_Reading,4.210960469208658e-10,1.8918066711784658,33.3605917687799,24.194950404657103,1027.0603703698991,2466.6418545864685,31.277690920543805,1491.454309084041,25.090020150957407,441.67812073879185,163274.4752175698,537927.9296480197,32.70084882859928,182332.60893062764,2304.7353798027502,1226.5099442869534,1240.846253495424,132384.92606043845,210682.60278816425,597.2011821989119,21.341201223964823,352614.48721235176,180697.7060068395,278963.4631001902,29110.006319528442,817.5810436011359,144560.01841358398,396718.71709848946,190220.15187840536,-260.88426232627404,162503.31447213932,62066.24353265987,117993.42678341501,144497.35849372778,362.2126151746423,33.89644762236034,577520.795640512,72826.23480715502,45.940771393499936,2332.4759640736756,159039.40473912234,51459.6726851006,51687.75435840036,627887.2439683079,105400.1778654794,46.0,175364.7979453748,1186.6375165411298,51.63138759377881,1054446.1190976729,767880.7358531997,-376.40544683431483,151115.92670352285,28648.54846209641,308007.87356024125,852860.0015718851,259307.93855010258,60.70946338480742,1501722.1024287164,931604.1507686173,1531875.3967492548,51.06421536548734,51.06421536548734,1721169.9564508353,38864.66268361254,54485.287642755495,52102.72842106021,1001364.2921560139,1836440.8656824818,54078.103730195035,61614.24608946695,1.7693823450211001,88985.6233008623,86317.65052819304,51033.62964739886,3087771.0321503873,175.61987164303713,-86.87492447827944,91.25471030520109,626.2352878642047,819585.3894974227,212924.9954847935,-174.519016736888,72564.90172093846,481669.8737297806,27062.081936591283,69481.86567903373,107890.43607689656,0.0800926105437652,9434.341528772864,116719.41004878897,83.22374168801662,661740.9172780523,77.92246421304296,4.210960469208658e-10,3.4924596548080444e-10,1.1641532182693482e-14,11489.468799188366,52312.44813527441,381006.41319382563,0.17393333333333333,49.03559021301474,-177.15572581254057,28885.253204583092,7324.245546255529,66746.54011407726,794780.8513868225
e5p4_Relax,5438.695531282267,5.379156437088407,57.23817120859918,23.185440444874647,935.9442382439502,2727.2445833112347,34.05048789969115,1572.5174456494676,26.82882248059199,399.52116012912956,63033.34404201975,1155781.9291053992,34.83692315705526,36816.11310961659,2569.8194337183563,1545.4449029170078,1360.3687081865432,83283.26432556602,35172.52469574363,826.558104105318,22.3068981175835,25153.462129820993,62659.38717979548,29457.038040780917,42299.34107369463,1027.7210400764363,62232.53189499487,62360.00211137505,15513.068226237365,-247.6223110252992,35674.86405593131,26326.560187075436,42995.26055403196,82369.89619974892,532.2009906964188,36.293165181659894,1475970.3996878325,28974.296738095512,58.296301051595876,2579.2034426735277,98801.08887285719,52267.93017788138,20793.75872035824,1069596.216545398,62565.32760186609,70.0,21171.493612262555,1267.4514026255968,66.86615780725204,1304049.4954369848,686852.9671780677,-376.85314236605865,17529.8849698795,21149.52568617809,1549416.7851967504,271899.25627380767,46410.344294385766,83.13807803215825,1897313.0845390188,1080465.5536860125,1908808.5730393818,63.62907340375952,63.62907340375952,208739.9628525761,17704.3352092419,18628.29949181089,92954.5102980125,453659.5457066893,1423637.8286281659,16109.428305933041,18233.104729164264,2.332766352492037,14796.894983370912,13943.140346516097,25626.405099451655,1382259.9474070198,331.4269597375093,-173.44936636926428,170.40820903608687,1079.6389272118115,1432444.032481192,61615.11775402963,-320.9841746936421,101375.77861346438,424236.9298037091,26449.189816547336,5108.856099557818,441675.43378943787,0.08938056313176938,17488.21275271106,67281.52995526441,-443.2263929628814,814226.796754614,117.28569132421822,5438.695531282267,5438.695531282323,0.1812898510427441,22133.568551914843,8369.318872187874,658731.9350333067,0.15786666666666666,-377.2647367713178,-174.58436329988905,23723.356463808974,14090.971839255772,319876.6200123946,3315007.3460209346
e5p4_Speaking,4.329194780439138e-09,1.1541149962340824,23.289510366440446,28.991832783244227,1451.23206633331,2789.5758041335607,36.62530878798548,1453.1059191776937,33.303265411509635,610.8778363088007,87171.91891508823,496029.9225785977,35.543449907133265,247704.96299309793,2511.809618743939,2052.304005107306,1252.8300682146478,302120.6195416611,285861.6456518212,944.2393526357122,30.166655738148684,159075.48663174536,265016.55711760896,207257.72339021534,135800.44047783886,1554.4784978501746,165817.5639804171,124986.7741966218,255151.62683468076,-301.794950766742,135691.5358235911,45417.752904214554,69975.62349220863,215294.6010016402,644.8067014362553,33.69148222573026,1022973.8795403814,180486.66461490764,61.553285228869576,2150.0715037715604,301640.3099387277,106673.67764476071,194245.73605127612,733108.7456191477,200453.5464397133,53.0,271670.70571864117,1017.1238346261499,68.49322424415696,360359.3139201801,1538813.5149521658,-426.1863497517523,459218.7500094563,51030.11360786398,154688.03733381798,1005754.7580603425,43428.28716658405,83.5942014733634,1252331.1369701668,971973.8001138838,1908420.0673271301,63.61612278166373,63.61612278166373,1478434.1167384714,28652.87198150659,41350.04754025019,285735.93112093216,1377789.2406976996,1192894.1997863678,69027.9361177992,73252.06586383865,1.4725166964377296,75240.49002256915,138308.5245353131,61029.753027094004,2263428.2184332698,201.7199408213192,-100.85752580372427,104.29905615575409,755.856819996193,897531.3724185074,292505.2808623547,-200.20468282361173,151443.6911399916,1971067.4397649295,31834.63602164165,17803.42754151381,253235.3823920244,0.09042602973630688,18175.21739788115,163117.8553229028,-323.7519364998679,808094.0687062977,123.54548054003979,4.329194780439138e-09,4.300090949982405e-09,1.4333636499941348e-13,22452.731046900197,38563.471564517684,281769.6356085661,0.17373333333333332,-270.3760752229548,-202.2580010498397,45076.904215157345,14387.038944791548,282754.4419924587,742170.4151984592
e5p4_Stroop,1.7707861843518913e-09,1.5499148980179067,27.536441037661547,29.298356940117685,1505.0172393173352,3241.2212445897517,37.49580098598601,1838.6222476411017,32.51276300908349,646.9558680988468,305303.04249665415,515350.70108019176,37.17894780420958,313108.8991691029,2755.3807556108827,2079.355040833577,1377.7806180474972,229092.45239361015,126908.71831705516,1024.2215861211312,28.666765007907447,134343.70859764284,256414.31760828174,58838.312800248204,154406.2423017043,1436.140440516747,224386.84567875654,230542.80143954148,261967.13572161194,-283.98156447483905,215468.6781447039,70058.04014572046,187937.44804838102,201572.86881680027,614.5696511591364,36.93726226064811,738008.1652118847,68065.30841893003,51.952839871400386,2508.1703192087652,114390.7523297906,161464.31909705556,94734.30905249224,965734.9260821597,150553.26242779993,55.0,218589.81657699516,1146.3447700921645,56.11006296175811,818791.2200020076,382577.70699419547,-419.75688432788394,229001.91978016173,61299.745441339735,297076.120515299,2064174.50490782,274675.04908552946,64.65051144344405,822892.0191817147,2569515.2993403994,1695003.334933793,56.501994564278576,56.501994564278576,341685.9770231892,65578.1211087314,86841.6629269234,49992.91428410291,373681.90658625925,932445.8171895377,72574.02554004567,88331.06715157846,1.592417720103129,115145.24377480053,77344.84035860156,3714.4199743989343,1130730.5501016625,247.69214083023232,-119.61981555907934,126.441798933457,816.016783836513,988486.0946027926,80904.89878446981,-244.8185275925918,45466.0327946873,116023.46296234587,61630.48272114031,35345.85408435528,363670.6489381244,0.08540697065135872,9905.93593399926,94159.9200456274,-322.8421252616777,980563.8791112881,83.18160820608294,1.7707861843518913e-09,1.7389538697898388e-09,5.796512899299463e-14,11338.25810176814,66588.03330034213,914296.982177118,0.19013333333333332,-324.20110567996363,-172.95684533090713,20002.39405494102,7207.111816991089,191142.50484750327,2580388.1113240644
e5p4_Video1,28786.662958597808,4.138007452097348,59.24357479220465,17.661740886519112,581.949602884089,1606.2411080782417,25.170775327582145,976.2984788904355,17.165611177883115,271.3548280224288,39351.268576729766,703047.7963867411,28.93181254103243,19772.974096805407,1862.4082919881046,610.4509072539083,1029.7324790827113,45578.035489178976,77100.33264550674,315.9316964830884,13.178361535509092,105197.25358511475,48288.178489631864,83490.87613225623,14592.422020449185,360.3918703987701,76001.08047488653,59251.86231060402,72350.99457963023,-225.5222747004078,30684.87335573431,32551.5480478302,70003.46068442422,17692.706279724775,187.44921500991808,33.37974201500441,1103279.2267600964,36233.062468694734,43.0030724503138,2264.7440923202703,71324.4830540396,39318.84234139909,60429.72236138049,404368.0259782251,47957.22263610609,57.0,70348.78993286911,1156.238553131231,50.883037008161274,2290753.348266812,242302.25565957272,-332.94649987984616,65414.99720022946,51820.961884879216,594832.7920459438,1445056.8188505843,36517.021929551345,63.81904419189819,1663617.7128055133,1146920.6039961886,1399923.7348540304,46.665680017801606,46.665680017801606,664094.013732451,29935.956429495876,37260.759081146294,48209.77463451194,230540.20037024186,1483301.0522451496,26199.390304386125,45775.18694077182,2.387810251927674,45754.450237315104,42965.27830358929,38749.91211207161,1298842.778358366,188.1796264896273,-90.61344381385713,92.96278290174347,688.2778429189137,391505.6522544081,60066.61150503976,-181.95548657274279,100542.0551106667,148661.0128003284,49868.84806966471,37752.28797634716,185124.46423410872,0.08190745656742135,10381.29903430966,62347.84672905563,232.19502551719432,720999.945493932,85.71542935527017,-28786.662958597808,-28786.66295859785,-0.9595554319532618,12913.93081422983,16542.56786373804,536523.9139890384,0.17086666666666667,147.86458837364896,-164.27189265653897,37404.35754530621,8532.649068904928,143212.85678898336,1937381.761671224
e5p4_Video2,480.4437793879197,5.370897956767591,62.758611994761175,18.56198674099717,633.7889712646331,1593.6191772783302,25.047429592192046,969.8689555281741,18.284234199722974,289.91527123177497,68688.19992814101,981069.8251103726,27.792925902303647,30145.818541090273,1726.0268142709913,700.2574607330267,956.8001003061404,49068.604683265934,18402.655648357893,366.0499774684122,13.999600457916923,48011.629132113914,86457.52308003619,104260.7690053273,40631.538765937374,415.5227474520132,9782.830652868792,31705.753674003878,41122.17069186017,-226.32771701375006,40792.054316261296,24490.30505860051,83071.6582677645,34402.28979876268,220.15168753218023,30.164424861619782,1820386.3335306684,19751.066052829436,44.219926903016244,1919.0557178034007,46957.22442663515,58536.027468896646,19738.95570873783,535078.9125345764,9208.68307747002,72.0,73459.70110059137,1013.2778663398149,52.130781585601945,1582582.6982638112,402426.43573902844,-328.1188741392203,60480.34444876919,48528.09607319156,382131.09469665494,424473.8038731426,37538.075738813226,65.06836242260533,1011800.3725771978,456069.2302716553,1427011.63054965,47.568639972987434,47.568639972987434,950048.4473900711,31061.983938147554,34099.37009128721,127049.3378284012,318914.87683642365,3707142.984669675,20721.504830039547,10772.244286778416,2.0284663587841885,38092.496964015576,28605.11124302519,15532.601046646312,1512336.8706678625,177.54383583438107,-94.28971240277906,92.3905675611865,773.3451238571606,1051043.7496530279,65050.623630226735,-180.51909263133757,7870.669692441299,92866.74516069682,24910.745587821573,40401.47199903846,51411.56309078821,0.07842637857689212,11154.206040412942,39642.8310018539,641.6931558058801,100460.81344597123,90.97741708152856,-480.4437793879197,-480.44377938794787,-0.01601479264626493,14054.26849604762,31660.478106595674,381672.11841273285,0.1697,540.8037123555754,-163.29118690459708,10849.275974053873,9199.571932146968,189388.2059055152,1064346.4846110912
f6q3_Breathing,39649.03455047196,5.6574902436863335,71.65321340804198,12.94279983449899,303.0590770052446,491.0476478856724,15.318058475979296,259.87186215084074,13.910176674363186,138.60812581541825,222689.5054367116,661999.2307352913,15.611941154995934,74814.66957418631,488.1308962743405,402.05652258605835,249.08464867237973,109397.68492822982,18097.56223252257,210.9064931079899,12.545002165574937,93862.0551955963,136317.45341557308,77699.27394610656,30368.843711955255,313.6485419984999,96970.57370082675,196016.1022779026,106046.68509757145,-26.149612990087594,135655.91759451426,71994.9849047641,134905.57689103243,103324.70365054319,159.10622409588825,16.32157748345477,281084.23583354603,105936.08452865867,24.02069375533467,516.7489063229561,89340.55799342864,47779.71164782176,52033.94988908753,363899.60980622907,36837.320416028575,111.0,100222.35652092131,260.26369204417904,26.98416996904492,299253.6810224946,449557.8248551383,-123.631729046296,71519.12652711397,93238.49436132419,263411.8563406262,312765.12380971794,108233.97385046507,32.445143645202045,241427.23412509743,210313.08141235058,1253412.9765401932,41.78182527884907,41.78182527884907,257526.76347588433,24457.698734094356,72304.78437290191,145808.5470805972,308630.0329486016,284080.58738085546,18787.527266720546,129345.24663673626,-3.1478051511554543,15846.075855683468,35195.22742973645,55186.109699807865,273291.9364770741,179.09964255853734,-83.4365254925995,85.60665465321394,571.6598304103667,340627.8791755545,98584.93099309584,-174.09879967853587,315589.82842378225,348180.0223219355,39390.283585529425,13123.953763521144,155239.08086757184,0.11948024009200464,3498.8097076956,177405.85870398898,17.801537527638093,42670.981322818836,45.108388216866956,-39649.03455047196,-39649.03455047202,-1.321634485015734,4348.8789984388995,43407.5493752104,179180.01169846707,0.10666666666666667,75.21969809990918,31.910660734175565,22394.641466024026,2922.7755386637004,157778.12598125424,192616.86902686628
f6q3_Counting1,4.181856638751924e-09,2.145950799862447,31.132903357391342,11.8992041294554,286.10738070278717,410.3346510117294,13.677062950000039,226.60991936111117,11.671431450371955,147.3025110118582,303176.59993903455,349844.3964021994,14.861551767006464,218322.34929392603,458.9493815285954,303.6876970797689,243.46905852553726,117365.95298622207,237590.86349665394,169.05649182675697,9.35651118324147,126996.48552383183,249114.73515610208,177694.01201402693,273884.9601722995,163.1762472386024,223139.9252557651,84494.79162278675,156215.50608691093,-12.312193388622077,243029.78165311957,109503.89832261972,217850.8274881427,253403.4935488461,76.9057459798734,15.935766978277119,167923.31539781514,164999.9009990875,22.27410431786309,502.2782368449279,105391.31421759645,187745.87528799855,210737.5470954746,207507.59266457916,164809.10437594095,138.0,127736.05914629324,261.81242973736784,25.791339092916324,225999.52549282918,200935.14219351235,-75.720253893555,89375.16968726498,117327.6089494881,332282.6362420462,32206.507527821344,248073.59049771936,30.889591016962335,80638.44134827967,274955.912122858,1269276.527006806,42.310627921157575,42.310627921157575,84944.86381562956,46171.97561932625,130060.3292165022,382713.49541110464,95686.30644558716,208746.68095963608,32672.46780068898,134457.60613344848,-3.6719016978110104,113540.67690999305,143099.88160100966,48220.48482132421,59268.27312501555,171.47012100213334,-93.20996137603835,76.97435809502942,545.3434681194284,183196.6286909869,171714.9754960424,-182.62560254046798,369001.14263792965,27389.826003520004,22104.596461133842,68958.784483586,129645.77781795968,0.11625403251843797,3297.8174536645683,222491.46321380296,131.4091252107028,225572.54138357253,42.26462991954469,-4.181856638751924e-09,-4.190951585769653e-09,-1.3969838619232177e-13,4147.662720726769,79050.9539815282,243137.21588761083,0.14876666666666666,128.04705774765318,32.3737031554675,37623.46619192474,2802.3204117791543,162913.7811098215,351592.5601780517
f6q3_Counting2,2.1464074961841106e-10,2.9182756486281702,41.80510410040764,11.093113486327665,255.5759621849026,373.43364312105723,12.874039672534131,210.47500079148512,10.960782775138913,135.92407447060612,93864.03501922528,385570.84066041245,13.954241656649888,69660.84717783758,424.7969558840437,264.4278661670698,234.93343884522554,155991.81447710216,130810.15972145039,145.72962222174436,8.944946673054732,49003.47962264113,94303.6405011826,186737.32893165367,45202.94062335717,151.49120739202064,110079.73871790007,204742.82920173788,113698.23249030676,-9.89067727331607,59502.36288572891,116937.86635201274,283869.7691158792,164909.86730183178,72.40609286732125,14.910510241564646,335893.4766243146,122639.97593691463,21.831316331177035,463.37152408714854,221221.82606739696,86875.51424985797,85631.97232099925,354009.4838207602,112613.80267020561,150.0,100678.99316100795,251.4110425560172,25.39257876715134,441627.7032156168,444364.40452202846,-67.15151736642373,314952.12198692065,120619.86012307047,430520.66537130054,345720.9423295428,131244.95119719103,30.91726332270379,258373.2071405516,212277.84677959475,1227464.6437780405,40.91685202100205,40.91685202100205,474232.21479848225,136685.8164887893,134003.8933491647,160870.79461870133,387976.57803030655,429455.8956690172,108799.52468517594,102195.05108502418,-3.2191356188692763,85110.02440232197,142967.4108886115,131078.096816616,347479.63630672154,169.27343983374092,-66.66686085694965,84.51842568489128,510.6438793868554,430879.31027430505,324855.7707127057,-142.32032514695752,372295.21092809853,300085.10972099303,105985.4228725437,121661.69499253204,329013.2343703599,0.12015609914284438,3548.4896400897755,180104.85042948768,-29.147575034226914,390088.98719092447,43.23550398629252,-2.1464074961841106e-10,-1.382431946694851e-10,-4.608106488982836e-15,4488.5436342735475,89710.08521745984,357339.17983574094,0.0951,-22.775884767024237,28.493341491934196,115243.46770642945,3072.573060703746,152539.13764095173,283562.25515699416
