Task(hh2e_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: None, Arousal: None
Task(4woj_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(4woj_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 6.0
Task(4woj_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(cxj0_Breathing) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 7.0
Task(cxj0_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 0.0] [Valence: 6.0, Arousal: 10.0
Task(cxj0_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 0.0] [Valence: 3.0, Arousal: 10.0
Task(cxj0_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(cxj0_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 8.0
Task(cxj0_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 3.0
Task(cxj0_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 0.0
Task(cxj0_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 6.0
Task(cxj0_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 9.0
Task(cxj0_Video1) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 5.0] [Valence: 8.0, Arousal: 3.0
Task(cxj0_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 7.0
Task(tmvd_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 3.0
Task(tmvd_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(tmvd_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 8.0
Task(tmvd_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(tmvd_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 8.0
Task(tmvd_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(tmvd_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 1.0
Task(tmvd_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 8.0
Task(tmvd_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 9.0
Task(tmvd_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 5.0
Task(tmvd_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 3.0
Task(2ea4_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 2.0
Task(2ea4_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 8.0
Task(2ea4_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(2ea4_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 8.0
Task(2ea4_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(2ea4_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 8.0
Task(2ea4_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 3.0
Task(2ea4_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(2ea4_Stroop) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 6.0
Task(2ea4_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(2ea4_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(71i5_Breathing) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 2.0
Task(71i5_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 9.0, Relaxed: 0.0] [Valence: 7.0, Arousal: 9.0
Task(71i5_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 2.0, Arousal: 9.0
Task(71i5_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 9.0
Task(71i5_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 1.0] [Valence: 1.0, Arousal: 6.0
Task(71i5_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 7.0, Arousal: 9.0
Task(71i5_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 8.0
Task(71i5_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 9.0
Task(71i5_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 8.0
Task(71i5_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 7.0, Arousal: 8.0
Task(71i5_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 8.0
Task(kkf5_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 2.0
Task(kkf5_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 9.0
Task(kkf5_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 6.0, Arousal: 9.0
Task(kkf5_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(kkf5_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(kkf5_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 8.0
Task(kkf5_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 2.0
Task(kkf5_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 6.0
Task(kkf5_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 9.0
Task(kkf5_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(kkf5_Video2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 8.0
Task(uymz_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 0.0
Task(uymz_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(uymz_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 7.0
Task(uymz_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 2.0, Arousal: 9.0
Task(uymz_Math) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 8.0
Task(uymz_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 8.0
Task(uymz_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 2.0
Task(uymz_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 8.0
Task(uymz_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 8.0
Task(uymz_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(uymz_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 5.0
Task(iqyg_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 2.0
Task(iqyg_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 8.0
Task(iqyg_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 8.0
Task(iqyg_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 9.0
Task(iqyg_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 8.0
Task(iqyg_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(iqyg_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 1.0
Task(iqyg_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 4.0, Arousal: 9.0
Task(iqyg_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 4.0, Arousal: 8.0
Task(iqyg_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 8.0, Arousal: 3.0
Task(iqyg_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 2.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 2.0
Task(9txq_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 9.0, Arousal: 3.0
Task(9txq_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 10.0
Task(9txq_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 10.0, Relaxed: 0.0] [Valence: 2.0, Arousal: 9.0
Task(9txq_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 10.0
Task(9txq_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 8.0
Task(9txq_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 8.0, Arousal: 7.0
Task(9txq_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 1.0, Relaxed: 10.0] [Valence: 7.0, Arousal: 2.0
Task(9txq_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 9.0
Task(9txq_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 9.0
Task(9txq_Video1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 7.0, Arousal: 8.0
Task(9txq_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 7.0
Task(kycf_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 3.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 2.0
Task(kycf_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 8.0
Task(kycf_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 7.0
Task(kycf_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 8.0
Task(kycf_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 8.0
Task(kycf_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(kycf_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 4.0
Task(kycf_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 8.0
Task(kycf_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 6.0, Arousal: 9.0
Task(kycf_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 6.0
Task(kycf_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 7.0
Task(k67g_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 0.0
Task(k67g_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 7.0] [Valence: 5.0, Arousal: 0.0
Task(k67g_Counting2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 2.0
Task(k67g_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 3.0
Task(k67g_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 3.0
Task(k67g_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 5.0, Arousal: 0.0
Task(k67g_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 0.0, Relaxed: 9.0] [Valence: 7.0, Arousal: 3.0
Task(k67g_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 3.0] [Valence: 4.0, Arousal: 3.0
Task(k67g_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 1.0] [Valence: 6.0, Arousal: 4.0
Task(k67g_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 3.0] [Valence: 7.0, Arousal: 5.0
Task(k67g_Video2) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 3.0
Task(chdf_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 4.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 8.0
Task(chdf_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 1.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 0.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 10.0
Task(chdf_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 0.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 3.0
Task(chdf_Speaking) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 10.0
Task(chdf_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 1.0, Relaxed: 3.0] [Valence: 5.0, Arousal: 3.0
Task(chdf_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 5.0
Task(bfl5_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 6.0
Task(bfl5_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 8.0
Task(bfl5_Counting2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 9.0
Task(bfl5_Counting3) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 6.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(bfl5_Math) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 8.0
Task(bfl5_Reading) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 6.0
Task(bfl5_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 4.0
Task(bfl5_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 5.0] [Valence: 5.0, Arousal: 6.0
Task(bfl5_Stroop) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 4.0] [Valence: 4.0, Arousal: 9.0
Task(bfl5_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 7.0] [Valence: 7.0, Arousal: 8.0
Task(bfl5_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 7.0
Task(dmbd_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 7.0
Task(dmbd_Counting1) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 9.0, Relaxed: 4.0] [Valence: 0.0, Arousal: 4.0
Task(dmbd_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 5.0
Task(dmbd_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 8.0
Task(dmbd_Math) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 6.0
Task(dmbd_Reading) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 6.0, Arousal: 6.0
Task(dmbd_Relax) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(dmbd_Speaking) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 7.0, Arousal: 9.0
Task(dmbd_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 6.0, Arousal: 6.0
Task(dmbd_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 8.0] [Valence: 8.0, Arousal: 9.0
Task(dmbd_Video2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 7.0, Relaxed: 5.0] [Valence: 4.0, Arousal: 7.0
Task(8g4y_Breathing) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 5.0
Task(8g4y_Counting1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 4.0, Relaxed: 7.0] [Valence: 8.0, Arousal: 8.0
Task(8g4y_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 5.0, Arousal: 6.0
Task(8g4y_Counting3) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 8.0
Task(8g4y_Math) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 6.0] [Valence: 7.0, Arousal: 7.0
Task(8g4y_Reading) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 6.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 8.0
Task(8g4y_Relax) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 8.0, Arousal: 2.0
Task(8g4y_Speaking) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 2.0] [Valence: 3.0, Arousal: 4.0
Task(8g4y_Stroop) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 5.0, Relaxed: 4.0] [Valence: 7.0, Arousal: 8.0
Task(8g4y_Video1) B(NoStressed[0]) T(Stressed[1]) Q(Amused[3]) - [Stressed: 1.0, Relaxed: 8.0] [Valence: 6.0, Arousal: 7.0
Task(8g4y_Video2) B(NoStressed[0]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 3.0, Relaxed: 6.0] [Valence: 4.0, Arousal: 6.0
Task(qw5t_Breathing) B(NoStressed[0]) T(Relaxed[0]) Q(Relaxed[0]) - [Stressed: 2.0, Relaxed: 9.0] [Valence: 6.0, Arousal: 3.0
Task(qw5t_Counting1) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 9.0, Relaxed: 0.0] [Valence: 5.0, Arousal: 8.0
Task(qw5t_Counting2) B(Stressed[1]) T(RealStress[2]) Q(RealStress[2]) - [Stressed: 8.0, Relaxed: 2.0] [Valence: 5.0, Arousal: 7.0
Task(qw5t_Counting3) B(Stressed[1]) T(Stressed[1]) Q(Stressed[1]) - [Stressed: 7.0, Relaxed: 5.0] [Valence: 6.0, Arousal: 6.0
